name;height_m;in_service;type;p_i__barg;T_i;T_source;bus_ID;slack_bus;m_dot_i__kg_per_s;demand_m3_per_a;sink_name;sink_scaling;sink_type;sink_profile_id;x_coord;y_coord;source_bus;T_i_source
"CON0004375F281E88B85D";150.33;"true";"junction";1;283.15;283.15;418;0;0;0;NaN;0;NaN;NaN;3417622.83769;5369837.83226;0;0
"CON00051F5F281E8AD554";150.4;"true";"junction";1;283.15;283.15;419;0;0;0;NaN;0;NaN;NaN;3417608.76317;5369834.89939;0;0
"CON00058E5F281E8C8C13";150.32;"true";"junction";1;283.15;283.15;420;0;0;0;NaN;0;NaN;NaN;3417624.04807;5369838.08448;0;0
"CON0005B75F281E8D1DA8";150.22;"true";"junction";1;283.15;283.15;421;0;0;0;NaN;0;NaN;NaN;3417642.58672;5369841.94759;0;0
"CON0005CD5F281E8D5694";150.05;"true";"junction";1;283.15;283.15;422;0;0;0;NaN;0;NaN;NaN;3417671.72895;5369848.02029;0;0
"CON0005D85F281E8D7368";149.98;"true";"junction";1;283.15;283.15;423;0;0;0;NaN;0;NaN;NaN;3417686.04266;5369851.00301;0;0
"CON0000DE5F281E826CF9";149.76;"true";"junction";1;283.15;283.15;424;0;0;0;NaN;0;NaN;NaN;3417747.56691;5369809.68772;0;0
"CON0000DF5F281E826E43";149.77;"true";"junction";1;283.15;283.15;425;0;0;0;NaN;0;NaN;NaN;3417748.30173;5369807.22108;0;0
"CON0005095F281E8AA88A";149.89;"true";"junction";1;283.15;283.15;426;0;0;0;NaN;0;NaN;NaN;3417756.72717;5369784.6747;0;0
"CON0005145F281E8ABED5";149.89;"true";"junction";1;283.15;283.15;427;0;0;0;NaN;0;NaN;NaN;3417765.85704;5369789.55307;0;0
"CON0005205F281E8AD768";149.89;"true";"junction";1;283.15;283.15;428;0;0;0;NaN;0;NaN;NaN;3417766.8939;5369790.10709;0;0
"CON00052B5F281E8AEE14";149.9;"true";"junction";1;283.15;283.15;429;0;0;0;NaN;0;NaN;NaN;3417805.42449;5369810.69519;0;0
"CON0002765F281E852A3A";150.69;"true";"junction";1;283.15;283.15;430;0;0;0;NaN;0;NaN;NaN;3417851.61936;5369496.8861;0;0
"CON00028F5F281E855947";150.62;"true";"junction";1;283.15;283.15;431;0;0;0;NaN;0;NaN;NaN;3417853.53981;5369485.4338;0;0
"CON00029A5F281E8572CD";150.65;"true";"junction";1;283.15;283.15;432;0;0;0;NaN;0;NaN;NaN;3417852.69843;5369490.45125;0;0
"CON0002EE5F281E862842";150.67;"true";"junction";1;283.15;283.15;433;0;0;0;NaN;0;NaN;NaN;3417851.99685;5369494.63497;0;0
"CON0002F35F281E86367B";150.55;"true";"junction";1;283.15;283.15;434;0;0;0;NaN;0;NaN;NaN;3417855.40097;5369474.33509;0;0
"CON0003F85F281E883E24";150.58;"true";"junction";1;283.15;283.15;435;0;0;0;NaN;0;NaN;NaN;3417854.67338;5369478.67394;0;0
"CON0003FA5F281E8841AE";150.54;"true";"junction";1;283.15;283.15;436;0;0;0;NaN;0;NaN;NaN;3417855.67526;5369472.6994;0;0
"CON0003FC5F281E884559";150.59;"true";"junction";1;283.15;283.15;437;0;0;0;NaN;0;NaN;NaN;3417854.42681;5369480.1443;0;0
"CON0000F85F281E829652";149.49;"true";"junction";1;283.15;283.15;438;0;0;0;NaN;0;NaN;NaN;3417461.621;5369476.03527;0;0
"CON0000F95F281E82979F";149.48;"true";"junction";1;283.15;283.15;439;0;0;0;NaN;0;NaN;NaN;3417462.15361;5369478.62076;0;0
"CON0000FA5F281E8298E2";149.49;"true";"junction";1;283.15;283.15;440;0;0;0;NaN;0;NaN;NaN;3417461.85649;5369477.17842;0;0
"CON0000FB5F281E829AB1";149.48;"true";"junction";1;283.15;283.15;441;0;0;0;NaN;0;NaN;NaN;3417462.43869;5369480.00463;0;0
"CON0001015F281E82A28B";149.32;"true";"junction";1;283.15;283.15;442;0;0;0;NaN;0;NaN;NaN;3417475.4085;5369542.9645;0;0
"CON0001025F281E82A3CC";149.32;"true";"junction";1;283.15;283.15;443;0;0;0;NaN;0;NaN;NaN;3417475.84129;5369545.06541;0;0
"CON0001055F281E82A7AF";149.3;"true";"junction";1;283.15;283.15;444;0;0;0;NaN;0;NaN;NaN;3417477.04503;5369550.9088;0;0
"CON0001065F281E82A8FA";149.31;"true";"junction";1;283.15;283.15;445;0;0;0;NaN;0;NaN;NaN;3417476.67053;5369549.09086;0;0
"CON0001075F281E82AA46";149.29;"true";"junction";1;283.15;283.15;446;0;0;0;NaN;0;NaN;NaN;3417478.36702;5369557.32619;0;0
"CON00010A5F281E82AE89";149.55;"true";"junction";1;283.15;283.15;447;0;0;0;NaN;0;NaN;NaN;3417456.43291;5369450.8505;0;0
"CON00010B5F281E82AFC0";149.64;"true";"junction";1;283.15;283.15;448;0;0;0;NaN;0;NaN;NaN;3417449.2484;5369415.97446;0;0
"CON0002685F281E8511DA";149.28;"true";"junction";1;283.15;283.15;449;0;0;0;NaN;0;NaN;NaN;3417479.061;5369560.695;0;0
"CON0003B55F281E87C2A7";149.82;"true";"junction";1;283.15;283.15;450;0;0;0;NaN;0;NaN;NaN;3417433.98074;5369341.86001;0;0
"CON0003B65F281E87C45F";149.81;"true";"junction";1;283.15;283.15;451;0;0;0;NaN;0;NaN;NaN;3417434.2764;5369343.29528;0;0
"CON0003C15F281E87D780";149.54;"true";"junction";1;283.15;283.15;452;0;0;0;NaN;0;NaN;NaN;3417456.87989;5369453.02032;0;0
"CON0003C75F281E87E1DC";149.48;"true";"junction";1;283.15;283.15;453;0;0;0;NaN;0;NaN;NaN;3417462.67163;5369481.13542;0;0
"CON0003EC5F281E8828CA";149.67;"true";"junction";1;283.15;283.15;454;0;0;0;NaN;0;NaN;NaN;3417446.609;5369403.16191;0;0
"CON0005A95F281E8DFE42";149.74;"true";"junction";1;283.15;283.15;455;0;0;0;NaN;0;NaN;NaN;3417440.18457;5369371.97553;0;0
"CON0005C45F281E8D3F3D";149.52;"true";"junction";1;283.15;283.15;456;0;0;0;NaN;0;NaN;NaN;3417459.25974;5369464.57294;0;0
"CON0005C55F281E8D4293";149.47;"true";"junction";1;283.15;283.15;457;0;0;0;NaN;0;NaN;NaN;3417463.09457;5369483.18851;0;0
"CON0005C65F281E8D45A1";149.42;"true";"junction";1;283.15;283.15;458;0;0;0;NaN;0;NaN;NaN;3417467.0867;5369502.56763;0;0
"CON0005C75F281E8D48C6";149.38;"true";"junction";1;283.15;283.15;459;0;0;0;NaN;0;NaN;NaN;3417470.31732;5369518.25019;0;0
"CON0005C85F281E8D4B07";149.43;"true";"junction";1;283.15;283.15;460;0;0;0;NaN;0;NaN;NaN;3417466.5431;5369499.92885;0;0
"CON0005CB5F281E8D51DA";149.57;"true";"junction";1;283.15;283.15;461;0;0;0;NaN;0;NaN;NaN;3417454.79371;5369442.89328;0;0
"CON0005CE5F281E8D58DD";149.52;"true";"junction";1;283.15;283.15;462;0;0;0;NaN;0;NaN;NaN;3417458.56353;5369461.19327;0;0
"CON0005CF5F281E8D5B11";149.43;"true";"junction";1;283.15;283.15;463;0;0;0;NaN;0;NaN;NaN;3417466.22023;5369498.3615;0;0
"CON0005D15F281E8D6010";149.63;"true";"junction";1;283.15;283.15;464;0;0;0;NaN;0;NaN;NaN;3417449.93862;5369419.32501;0;0
"CON0005D25F281E8D6279";149.56;"true";"junction";1;283.15;283.15;465;0;0;0;NaN;0;NaN;NaN;3417455.81135;5369447.83328;0;0
"CON0005D55F281E8D6AE7";149.39;"true";"junction";1;283.15;283.15;466;0;0;0;NaN;0;NaN;NaN;3417469.44661;5369514.02347;0;0
"CON0005D95F281E8D75C7";149.37;"true";"junction";1;283.15;283.15;467;0;0;0;NaN;0;NaN;NaN;3417471.19666;5369522.5188;0;0
"CON0005DE5F281E8D88BD";149.71;"true";"junction";1;283.15;283.15;468;0;0;0;NaN;0;NaN;NaN;3417442.84458;5369384.88814;0;0
"CON0005DF5F281E8D8B91";149.71;"true";"junction";1;283.15;283.15;469;0;0;0;NaN;0;NaN;NaN;3417443.33247;5369387.25652;0;0
"CON0005E05F281E8D8E7C";149.7;"true";"junction";1;283.15;283.15;470;0;0;0;NaN;0;NaN;NaN;3417444.1964;5369391.45032;0;0
"CON0000FC5F281E829BE8";150.07;"true";"junction";1;283.15;283.15;471;0;0;0;NaN;0;NaN;NaN;3417569.076;5369370.95;0;0
"CON0003AF5F281E87B875";150.04;"true";"junction";1;283.15;283.15;472;0;0;0;NaN;0;NaN;NaN;3417566.54028;5369361.76492;0;0
"CON0005A85F281E8DFC3C";150.06;"true";"junction";1;283.15;283.15;473;0;0;0;NaN;0;NaN;NaN;3417568.24289;5369367.93226;0;0
"CON00010F5F281E82B4E4";148.83;"true";"junction";1;283.15;283.15;474;0;0;0;NaN;0;NaN;NaN;3417417.517;5369992.857;0;0
"CON0001325F281E82E28D";148.56;"true";"junction";1;283.15;283.15;475;0;0;0;NaN;0;NaN;NaN;3417446.3784;5369988.19973;0;0
"CON00011C5F281E82C642";149.59;"true";"junction";1;283.15;283.15;476;0;0;0;NaN;0;NaN;NaN;3417541.84367;5369873.35366;0;0
"CON00011D5F281E82C790";149.61;"true";"junction";1;283.15;283.15;477;0;0;0;NaN;0;NaN;NaN;3417540.207;5369856.39699;0;0
"CON0005B65F281E8D1B91";149.59;"true";"junction";1;283.15;283.15;478;0;0;0;NaN;0;NaN;NaN;3417542.03676;5369875.35406;0;0
"CON0001295F281E82D72B";149.72;"true";"junction";1;283.15;283.15;479;0;0;0;NaN;0;NaN;NaN;3417633.02364;5369891.97278;0;0
"CON0001BE5F281E83E72F";149.71;"true";"junction";1;283.15;283.15;480;0;0;0;NaN;0;NaN;NaN;3417636.768;5369891.52;0;0
"CON0003E05F281E8812AE";149.81;"true";"junction";1;283.15;283.15;481;0;0;0;NaN;0;NaN;NaN;3417596.87415;5369896.34409;0;0
"CON0003EB5F281E8826EF";149.78;"true";"junction";1;283.15;283.15;482;0;0;0;NaN;0;NaN;NaN;3417611.40927;5369894.58646;0;0
"CON0003F55F281E8838C7";149.74;"true";"junction";1;283.15;283.15;483;0;0;0;NaN;0;NaN;NaN;3417626.50328;5369892.76124;0;0
"CON0001375F281E82E94E";149.11;"true";"junction";1;283.15;283.15;484;0;0;0;NaN;0;NaN;NaN;3417455.83769;5370076.52034;0;0
"CON00014C5F281E830EFD";150.31;"true";"junction";1;283.15;283.15;485;0;0;0;NaN;0;NaN;NaN;3417837.03049;5368724.44102;0;0
"CON0002C95F281E85D2F4";150.31;"true";"junction";1;283.15;283.15;486;0;0;0;NaN;0;NaN;NaN;3417824.15114;5368709.29626;0;0
"CON0002DB5F281E85F289";150.31;"true";"junction";1;283.15;283.15;487;0;0;0;NaN;0;NaN;NaN;3417815.42897;5368699.0399;0;0
"CON00014E5F281E8312E9";149.65;"true";"junction";1;283.15;283.15;488;0;0;0;NaN;0;NaN;NaN;3417374.36593;5369341.26578;0;0
"CON00029F5F281E857FDC";149.31;"true";"junction";1;283.15;283.15;489;0;0;0;NaN;0;NaN;NaN;3417280.33902;5369369.32399;0;0
"CON0002A55F281E858F2F";149.25;"true";"junction";1;283.15;283.15;490;0;0;0;NaN;0;NaN;NaN;3417264.22899;5369374.13131;0;0
"CON0002A65F281E85914D";149.2;"true";"junction";1;283.15;283.15;491;0;0;0;NaN;0;NaN;NaN;3417251.03032;5369378.06988;0;0
"CON00031F5F281E868C5B";149.11;"true";"junction";1;283.15;283.15;492;0;0;0;NaN;0;NaN;NaN;3417224.6562;5369385.94007;0;0
"CON0003205F281E868E2B";149.12;"true";"junction";1;283.15;283.15;493;0;0;0;NaN;0;NaN;NaN;3417227.2767;5369385.1581;0;0
"CON0003295F281E869D3E";149.19;"true";"junction";1;283.15;283.15;494;0;0;0;NaN;0;NaN;NaN;3417248.45614;5369378.83803;0;0
"CON00035C5F281E87297B";149.39;"true";"junction";1;283.15;283.15;495;0;0;0;NaN;0;NaN;NaN;3417301.2064;5369363.09703;0;0
"CON00035D5F281E872B19";149.48;"true";"junction";1;283.15;283.15;496;0;0;0;NaN;0;NaN;NaN;3417326.64382;5369355.50635;0;0
"CON0003615F281E8731DC";149.4;"true";"junction";1;283.15;283.15;497;0;0;0;NaN;0;NaN;NaN;3417304.84814;5369362.01031;0;0
"CON0003625F281E873386";149.29;"true";"junction";1;283.15;283.15;498;0;0;0;NaN;0;NaN;NaN;3417276.06179;5369370.60033;0;0
"CON0003635F281E873561";149.28;"true";"junction";1;283.15;283.15;499;0;0;0;NaN;0;NaN;NaN;3417273.37701;5369371.40149;0;0
"CON0003645F281E8736FC";149.25;"true";"junction";1;283.15;283.15;500;0;0;0;NaN;0;NaN;NaN;3417262.86928;5369374.53706;0;0
"CON0003655F281E8738A8";149.22;"true";"junction";1;283.15;283.15;501;0;0;0;NaN;0;NaN;NaN;3417257.1834;5369376.23376;0;0
"CON0003B75F281E87C61E";149.76;"true";"junction";1;283.15;283.15;502;0;0;0;NaN;0;NaN;NaN;3417403.82458;5369332.47514;0;0
"CON0003B85F281E87C7D7";149.7;"true";"junction";1;283.15;283.15;503;0;0;0;NaN;0;NaN;NaN;3417387.05458;5369337.47941;0;0
"CON0003B95F281E87C9B5";149.64;"true";"junction";1;283.15;283.15;504;0;0;0;NaN;0;NaN;NaN;3417369.84922;5369342.6136;0;0
"CON0003BA5F281E87CB5F";149.57;"true";"junction";1;283.15;283.15;505;0;0;0;NaN;0;NaN;NaN;3417351.58169;5369348.06474;0;0
"CON0003DA5F281E8804B1";149.37;"true";"junction";1;283.15;283.15;506;0;0;0;NaN;0;NaN;NaN;3417298.12089;5369364.01777;0;0
"CON0003DB5F281E8806EB";149.44;"true";"junction";1;283.15;283.15;507;0;0;0;NaN;0;NaN;NaN;3417316.3949;5369358.56469;0;0
"CON0003DC5F281E8808FA";149.51;"true";"junction";1;283.15;283.15;508;0;0;0;NaN;0;NaN;NaN;3417334.83819;5369353.0611;0;0
"CON0003DD5F281E880AF0";149.33;"true";"junction";1;283.15;283.15;509;0;0;0;NaN;0;NaN;NaN;3417285.56135;5369367.76561;0;0
"CON0003DE5F281E880CB5";149.41;"true";"junction";1;283.15;283.15;510;0;0;0;NaN;0;NaN;NaN;3417307.92899;5369361.09097;0;0
"CON0003DF5F281E880FAE";149.49;"true";"junction";1;283.15;283.15;511;0;0;0;NaN;0;NaN;NaN;3417328.84019;5369354.85094;0;0
"CON0003E25F281E881670";149.79;"true";"junction";1;283.15;283.15;512;0;0;0;NaN;0;NaN;NaN;3417411.97021;5369330.04444;0;0
"CON0003E35F281E881831";149.76;"true";"junction";1;283.15;283.15;513;0;0;0;NaN;0;NaN;NaN;3417402.40646;5369332.89832;0;0
"CON0003E45F281E8819F5";149.83;"true";"junction";1;283.15;283.15;514;0;0;0;NaN;0;NaN;NaN;3417421.47053;5369327.20949;0;0
"CON0003E95F281E88231C";149.47;"true";"junction";1;283.15;283.15;515;0;0;0;NaN;0;NaN;NaN;3417323.25116;5369356.51874;0;0
"CON0005E15F281E8D90F5";149.62;"true";"junction";1;283.15;283.15;516;0;0;0;NaN;0;NaN;NaN;3417364.29558;5369344.27084;0;0
"CON0005E25F281E8D93BE";149.55;"true";"junction";1;283.15;283.15;517;0;0;0;NaN;0;NaN;NaN;3417346.68389;5369349.52627;0;0
"CON00014F5F281E831473";149.03;"true";"junction";1;283.15;283.15;518;0;0;0;NaN;0;NaN;NaN;3417442.39365;5369062.39824;0;0
"CON00043A5F281E88BF3E";149.23;"true";"junction";1;283.15;283.15;519;0;0;0;NaN;0;NaN;NaN;3417494.709;5369056.00366;0;0
"CON0004F85F281E8A86AF";148.92;"true";"junction";1;283.15;283.15;520;0;0;0;NaN;0;NaN;NaN;3417416.42812;5369065.57204;0;0
"CON0004F95F281E8A88A9";149;"true";"junction";1;283.15;283.15;521;0;0;0;NaN;0;NaN;NaN;3417435.07684;5369063.29258;0;0
"CON0004FA5F281E8A8AAB";148.91;"true";"junction";1;283.15;283.15;522;0;0;0;NaN;0;NaN;NaN;3417413.05768;5369065.98402;0;0
"CON0004FB5F281E8A8CC6";148.99;"true";"junction";1;283.15;283.15;523;0;0;0;NaN;0;NaN;NaN;3417432.77086;5369063.57445;0;0
"CON0004FC5F281E8A8EBB";149.03;"true";"junction";1;283.15;283.15;524;0;0;0;NaN;0;NaN;NaN;3417444.41134;5369062.15161;0;0
"CON0004FD5F281E8A90A3";149.12;"true";"junction";1;283.15;283.15;525;0;0;0;NaN;0;NaN;NaN;3417465.18002;5369059.61303;0;0
"CON0004FF5F281E8A94B9";149.11;"true";"junction";1;283.15;283.15;526;0;0;0;NaN;0;NaN;NaN;3417463.38427;5369059.83253;0;0
"CON0005015F281E8A98B2";148.95;"true";"junction";1;283.15;283.15;527;0;0;0;NaN;0;NaN;NaN;3417423.3553;5369064.72532;0;0
"CON0005025F281E8A9AC1";149.21;"true";"junction";1;283.15;283.15;528;0;0;0;NaN;0;NaN;NaN;3417487.84078;5369056.84317;0;0
"CON0005055F281E8AA0BB";149.27;"true";"junction";1;283.15;283.15;529;0;0;0;NaN;0;NaN;NaN;3417504.44899;5369054.81313;0;0
"CON0001505F281E831621";150.24;"true";"junction";1;283.15;283.15;530;0;0;0;NaN;0;NaN;NaN;3417659.95758;5368968.24407;0;0
"CON0002415F281E84C8A7";150.36;"true";"junction";1;283.15;283.15;531;0;0;0;NaN;0;NaN;NaN;3417658.08083;5368938.86946;0;0
"CON0002C85F281E85D0CF";150.5;"true";"junction";1;283.15;283.15;532;0;0;0;NaN;0;NaN;NaN;3417655.94436;5368905.42988;0;0
"CON0002CF5F281E85DDC6";150.45;"true";"junction";1;283.15;283.15;533;0;0;0;NaN;0;NaN;NaN;3417656.66099;5368916.64638;0;0
"CON0002DA5F281E85F0D8";150.46;"true";"junction";1;283.15;283.15;534;0;0;0;NaN;0;NaN;NaN;3417656.56361;5368915.12222;0;0
"CON0003D15F281E87F378";150.37;"true";"junction";1;283.15;283.15;535;0;0;0;NaN;0;NaN;NaN;3417657.98287;5368937.33626;0;0
"CON0005325F281E8BFCCE";150.52;"true";"junction";1;283.15;283.15;536;0;0;0;NaN;0;NaN;NaN;3417655.646;5368900.76;0;0
"CON0005335F281E8BFEEA";150.49;"true";"junction";1;283.15;283.15;537;0;0;0;NaN;0;NaN;NaN;3417656.04155;5368906.95114;0;0
"CON0005345F281E8B01A5";150.42;"true";"junction";1;283.15;283.15;538;0;0;0;NaN;0;NaN;NaN;3417657.20433;5368925.15067;0;0
"CON0005355F281E8B0395";150.4;"true";"junction";1;283.15;283.15;539;0;0;0;NaN;0;NaN;NaN;3417657.46388;5368929.21316;0;0
"CON0001515F281E8317C9";150.04;"true";"junction";1;283.15;283.15;540;0;0;0;NaN;0;NaN;NaN;3417806.954;5368935.751;0;0
"CON0002435F281E84CB5F";150.04;"true";"junction";1;283.15;283.15;541;0;0;0;NaN;0;NaN;NaN;3417801.27729;5368945.80585;0;0
"CON0005515F281E8B8C92";150.4;"true";"junction";1;283.15;283.15;542;0;0;0;NaN;0;NaN;NaN;3417837.79707;5368692.5605;0;0
"CON00050E5F281E8AB2DC";150.09;"true";"junction";1;283.15;283.15;543;0;0;0;NaN;0;NaN;NaN;3417531.2093;5368911.29171;0;0
"CON0005105F281E8AB6C4";150.08;"true";"junction";1;283.15;283.15;544;0;0;0;NaN;0;NaN;NaN;3417531.76697;5368897.51468;0;0
"CON0005115F281E8AB8BE";150.08;"true";"junction";1;283.15;283.15;545;0;0;0;NaN;0;NaN;NaN;3417532.46597;5368880.24602;0;0
"CON0005125F281E8ABAB2";150.08;"true";"junction";1;283.15;283.15;546;0;0;0;NaN;0;NaN;NaN;3417532.39641;5368881.96445;0;0
"CON0005135F281E8ABCB8";150.07;"true";"junction";1;283.15;283.15;547;0;0;0;NaN;0;NaN;NaN;3417533.2152;5368861.73631;0;0
"CON0005155F281E8AC15C";150.07;"true";"junction";1;283.15;283.15;548;0;0;0;NaN;0;NaN;NaN;3417533.62434;5368851.62861;0;0
"CON0005165F281E8AC353";150.06;"true";"junction";1;283.15;283.15;549;0;0;0;NaN;0;NaN;NaN;3417533.72638;5368849.1077;0;0
"CON00052D5F281E8AF23A";150.06;"true";"junction";1;283.15;283.15;550;0;0;0;NaN;0;NaN;NaN;3417534.271;5368835.653;0;0
"CON0005305F281E8BF8DC";150.06;"true";"junction";1;283.15;283.15;551;0;0;0;NaN;0;NaN;NaN;3417533.87588;5368845.41428;0;0
"CON0001625F281E834383";150.17;"true";"junction";1;283.15;283.15;552;0;0;0;NaN;0;NaN;NaN;3417663.76543;5368990.37095;0;0
"CON0001655F281E8347CC";148.66;"true";"junction";1;283.15;283.15;553;0;0;0;NaN;0;NaN;NaN;3417049.89403;5369468.8559;0;0
"CON0001665F281E834958";148.63;"true";"junction";1;283.15;283.15;554;0;0;0;NaN;0;NaN;NaN;3417045.29863;5369471.29568;0;0
"CON00016C5F281E835228";148.68;"true";"junction";1;283.15;283.15;555;0;0;0;NaN;0;NaN;NaN;3417054.33838;5369466.49632;0;0
"CON0001815F281E836FC0";150.6;"true";"junction";1;283.15;283.15;556;0;0;0;NaN;0;NaN;NaN;3417813.037;5369097.746;0;0
"CON0001865F281E83784F";150.42;"true";"junction";1;283.15;283.15;557;0;0;0;NaN;0;NaN;NaN;3417801.91131;5369064.6642;0;0
"CON00018C5F281E838315";150.48;"true";"junction";1;283.15;283.15;558;0;0;0;NaN;0;NaN;NaN;3417805.79418;5369076.20978;0;0
"CON0004405F281E88CCAF";150.39;"true";"junction";1;283.15;283.15;559;0;0;0;NaN;0;NaN;NaN;3417800.46776;5369060.37188;0;0
"CON0004455F281E88D859";150.33;"true";"junction";1;283.15;283.15;560;0;0;0;NaN;0;NaN;NaN;3417796.30485;5369047.99362;0;0
"CON0001825F281E83711C";150.42;"true";"junction";1;283.15;283.15;561;0;0;0;NaN;0;NaN;NaN;3417815.45325;5369209.44833;0;0
"CON0003A65F281E87A8C0";150.38;"true";"junction";1;283.15;283.15;562;0;0;0;NaN;0;NaN;NaN;3417796.8815;5369212.82367;0;0
"CON0003A75F281E87AA68";150.39;"true";"junction";1;283.15;283.15;563;0;0;0;NaN;0;NaN;NaN;3417799.84448;5369212.28516;0;0
"CON0003BC5F281E87CEF0";150.37;"true";"junction";1;283.15;283.15;564;0;0;0;NaN;0;NaN;NaN;3417792.39859;5369213.63842;0;0
"CON0001AC5F281E83BF05";149.79;"true";"junction";1;283.15;283.15;565;0;0;0;NaN;0;NaN;NaN;3417952.31965;5369266.03648;0;0
"CON0001DC5F281E841871";149.74;"true";"junction";1;283.15;283.15;566;0;0;0;NaN;0;NaN;NaN;3417941.09156;5369269.57701;0;0
"CON0001FF5F281E845308";149.69;"true";"junction";1;283.15;283.15;567;0;0;0;NaN;0;NaN;NaN;3417928.97906;5369273.39643;0;0
"CON0004125F281E886D4B";149.76;"true";"junction";1;283.15;283.15;568;0;0;0;NaN;0;NaN;NaN;3417946.89059;5369267.74842;0;0
"CON0005585F281E8BA2B3";149.71;"true";"junction";1;283.15;283.15;569;0;0;0;NaN;0;NaN;NaN;3417934.48335;5369271.66077;0;0
"CON0001895F281E837DF5";149.59;"true";"junction";1;283.15;283.15;570;0;0;0;NaN;0;NaN;NaN;3417895.62757;5369281.17678;0;0
"CON00018B5F281E83814B";149.59;"true";"junction";1;283.15;283.15;571;0;0;0;NaN;0;NaN;NaN;3417891.97956;5369281.91773;0;0
"CON0001935F281E838D2E";149.96;"true";"junction";1;283.15;283.15;572;0;0;0;NaN;0;NaN;NaN;3418067.208;5369275.015;0;0
"CON0001E15F281E841FC4";149.95;"true";"junction";1;283.15;283.15;573;0;0;0;NaN;0;NaN;NaN;3418066.66105;5369272.4648;0;0
"CON0001965F281E8394D3";150.33;"true";"junction";1;283.15;283.15;574;0;0;0;NaN;0;NaN;NaN;3417960.60275;5369049.93877;0;0
"CON0001E85F281E842D25";150.32;"true";"junction";1;283.15;283.15;575;0;0;0;NaN;0;NaN;NaN;3417968.17284;5369051.06738;0;0
"CON0001FE5F281E845198";150.36;"true";"junction";1;283.15;283.15;576;0;0;0;NaN;0;NaN;NaN;3417936.29258;5369046.31439;0;0
"CON0002225F281E8490DE";150.34;"true";"junction";1;283.15;283.15;577;0;0;0;NaN;0;NaN;NaN;3417952.20318;5369048.68648;0;0
"CON0002595F281E85F688";150.36;"true";"junction";1;283.15;283.15;578;0;0;0;NaN;0;NaN;NaN;3417932.33147;5369045.72383;0;0
"CON0004505F281E88F18D";150.31;"true";"junction";1;283.15;283.15;579;0;0;0;NaN;0;NaN;NaN;3417981.09303;5369052.99364;0;0
"CON0005565F281E8B9EB5";150.34;"true";"junction";1;283.15;283.15;580;0;0;0;NaN;0;NaN;NaN;3417953.8359;5369048.9299;0;0
"CON0001975F281E839664";150.16;"true";"junction";1;283.15;283.15;581;0;0;0;NaN;0;NaN;NaN;3418060.21285;5368938.78111;0;0
"CON00019D5F281E83A287";150.56;"true";"junction";1;283.15;283.15;582;0;0;0;NaN;0;NaN;NaN;3418122.41894;5368900.44094;0;0
"CON0001A45F281E83B2F6";150.46;"true";"junction";1;283.15;283.15;583;0;0;0;NaN;0;NaN;NaN;3418106.58654;5368910.1991;0;0
"CON0001AA5F281E83BC43";150.33;"true";"junction";1;283.15;283.15;584;0;0;0;NaN;0;NaN;NaN;3418086.80309;5368922.39245;0;0
"CON0001C15F281E83EDEC";150.48;"true";"junction";1;283.15;283.15;585;0;0;0;NaN;0;NaN;NaN;3418109.29252;5368908.53129;0;0
"CON0002045F281E845A8C";150.55;"true";"junction";1;283.15;283.15;586;0;0;0;NaN;0;NaN;NaN;3418121.35107;5368901.09911;0;0
"CON00020D5F281E846B68";150.38;"true";"junction";1;283.15;283.15;587;0;0;0;NaN;0;NaN;NaN;3418094.04674;5368917.92789;0;0
"CON00022B5F281E84A434";150.41;"true";"junction";1;283.15;283.15;588;0;0;0;NaN;0;NaN;NaN;3418098.65694;5368915.08644;0;0
"CON00024D5F281E84E0D8";150.13;"true";"junction";1;283.15;283.15;589;0;0;0;NaN;0;NaN;NaN;3418056.33123;5368941.17351;0;0
"CON0002525F281E84EB56";150.23;"true";"junction";1;283.15;283.15;590;0;0;0;NaN;0;NaN;NaN;3418071.17909;5368932.02217;0;0
"CON00025A5F281E85F83C";150.2;"true";"junction";1;283.15;283.15;591;0;0;0;NaN;0;NaN;NaN;3418067.40666;5368934.34727;0;0
"CON00048E5F281E899B2C";150.27;"true";"junction";1;283.15;283.15;592;0;0;0;NaN;0;NaN;NaN;3418077.82993;5368927.92297;0;0
"CON0001DA5F281E84157E";148.86;"true";"junction";1;283.15;283.15;593;0;0;0;NaN;0;NaN;NaN;3417220.87992;5369109.89526;0;0
"CON0003215F281E868FE5";149.22;"true";"junction";1;283.15;283.15;594;0;0;0;NaN;0;NaN;NaN;3417163.70584;5369127.28254;0;0
"CON0003225F281E8691A9";149.15;"true";"junction";1;283.15;283.15;595;0;0;0;NaN;0;NaN;NaN;3417174.55696;5369123.98259;0;0
"CON0003245F281E8694EA";149.09;"true";"junction";1;283.15;283.15;596;0;0;0;NaN;0;NaN;NaN;3417184.1724;5369121.05843;0;0
"CON0003805F281E8765DA";148.64;"true";"junction";1;283.15;283.15;597;0;0;0;NaN;0;NaN;NaN;3417255.16077;5369099.47007;0;0
"CON0003825F281E87696F";148.85;"true";"junction";1;283.15;283.15;598;0;0;0;NaN;0;NaN;NaN;3417222.35233;5369109.44749;0;0
"CON0003845F281E876CD2";148.96;"true";"junction";1;283.15;283.15;599;0;0;0;NaN;0;NaN;NaN;3417205.36748;5369114.61277;0;0
"CON0003885F281E877382";148.6;"true";"junction";1;283.15;283.15;600;0;0;0;NaN;0;NaN;NaN;3417261.10038;5369097.66377;0;0
