name;height_m;in_service;type;p_i__barg;T_i;T_source;bus_ID;slack_bus;m_dot_i__kg_per_s;demand_m3_per_a;sink_name;sink_scaling;sink_type;sink_profile_id;x_coord;y_coord;source_bus;T_i_source
"house_w318872766";150.33;"true";"house_node";1;283.15;283.15;1464;0;5.838e-05;5.838e-05;NaN;1;NaN;NaN;3418260.483;5369364.792;0;0
"house_w318872767";150.54;"true";"house_node";1;283.15;283.15;1465;0;6.832e-05;6.832e-05;NaN;1;NaN;NaN;3418116.038;5368890.088;0;0
"house_w318872768";149.76;"true";"house_node";1;283.15;283.15;1466;0;4.8906666667e-05;4.8906666667e-05;NaN;1;NaN;NaN;3417631.183;5369270.783;0;0
"house_w318872769";149.98;"true";"house_node";1;283.15;283.15;1467;0;5.7516666667e-05;5.7516666667e-05;NaN;1;NaN;NaN;3417621.207;5369227.766;0;0
"house_w318872770";150.34;"true";"house_node";1;283.15;283.15;1468;0;9.5106666667e-05;9.5106666667e-05;NaN;1;NaN;NaN;3417927.843;5368966.616;0;0
"house_w318872771";148.52;"true";"house_node";1;283.15;283.15;1469;0;6.0573333333e-05;6.0573333333e-05;NaN;1;NaN;NaN;3417065.855;5369237.98;0;0
"house_w318872772";150.32;"true";"house_node";1;283.15;283.15;1470;0;9.5106666667e-05;9.5106666667e-05;NaN;1;NaN;NaN;3418285.861;5369328.331;0;0
"house_w318872774";148.84;"true";"house_node";1;283.15;283.15;1471;0;5.061e-05;5.061e-05;NaN;1;NaN;NaN;3417128.991;5369433.556;0;0
"house_w318872775";150.6;"true";"house_node";1;283.15;283.15;1472;0;5.474e-05;5.474e-05;NaN;1;NaN;NaN;3418115.847;5368925.224;0;0
"house_w318872777";148.24;"true";"house_node";1;283.15;283.15;1473;0;5.2406666667e-05;5.2406666667e-05;NaN;1;NaN;NaN;3416997.782;5369200.409;0;0
"house_w318872778";151.03;"true";"house_node";1;283.15;283.15;1474;0;9.5106666667e-05;9.5106666667e-05;NaN;1;NaN;NaN;3418154.202;5369127.603;0;0
"house_w318872779";150.88;"true";"house_node";1;283.15;283.15;1475;0;5.432e-05;5.432e-05;NaN;1;NaN;NaN;3418210.628;5369274.33;0;0
"house_w318872780";149.58;"true";"house_node";1;283.15;283.15;1476;0;5.313e-05;5.313e-05;NaN;1;NaN;NaN;3417702.346;5369213.907;0;0
"house_w318872781";150.15;"true";"house_node";1;283.15;283.15;1477;0;0.0001064;0.0001064;NaN;1;NaN;NaN;3418028.891;5369299.209;0;0
"house_w318872782";150.34;"true";"house_node";1;283.15;283.15;1478;0;7.1773333333e-05;7.1773333333e-05;NaN;1;NaN;NaN;3418081.13;5368913.188;0;0
"house_w318872784";149.09;"true";"house_node";1;283.15;283.15;1479;0;0.000112583333333;0.000112583333333;NaN;1;NaN;NaN;3417527.381;5369181.639;0;0
"house_w318872785";149.67;"true";"house_node";1;283.15;283.15;1480;0;3.8546666667e-05;3.8546666667e-05;NaN;1;NaN;NaN;3417946.94;5369248.976;0;0
"house_w318872787";150.08;"true";"house_node";1;283.15;283.15;1481;0;6.0223333333e-05;6.0223333333e-05;NaN;1;NaN;NaN;3417616.687;5369177.53;0;0
"house_w318872788";150.05;"true";"house_node";1;283.15;283.15;1482;0;9.24e-05;9.24e-05;NaN;1;NaN;NaN;3417783.901;5369366.427;0;0
"house_w318872789";151.49;"true";"house_node";1;283.15;283.15;1483;0;6.3326666667e-05;6.3326666667e-05;NaN;1;NaN;NaN;3418206.156;5369109.72;0;0
"house_w318872790";149.41;"true";"house_node";1;283.15;283.15;1484;0;6.2673333333e-05;6.2673333333e-05;NaN;1;NaN;NaN;3417677.425;5369944.404;0;0
"house_w318872791";150.18;"true";"house_node";1;283.15;283.15;1485;0;5.7516666667e-05;5.7516666667e-05;NaN;1;NaN;NaN;3417952.282;5368970.284;0;0
"house_w318872792";149.77;"true";"house_node";1;283.15;283.15;1486;0;4.942e-05;4.942e-05;NaN;1;NaN;NaN;3417862.885;5369323.579;0;0
"house_w318872793";149.59;"true";"house_node";1;283.15;283.15;1487;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3417688.862;5369242.326;0;0
"house_w318872794";149.13;"true";"house_node";1;283.15;283.15;1488;0;6.377e-05;6.377e-05;NaN;1;NaN;NaN;3417513.899;5369123.578;0;0
"house_w318872796";149.73;"true";"house_node";1;283.15;283.15;1489;0;5.915e-05;5.915e-05;NaN;1;NaN;NaN;3417761.724;5369614.669;0;0
"house_w318872797";149.76;"true";"house_node";1;283.15;283.15;1490;0;5.4716666667e-05;5.4716666667e-05;NaN;1;NaN;NaN;3417846.157;5369330.437;0;0
"house_w318872798";150.57;"true";"house_node";1;283.15;283.15;1491;0;3.0683333333e-05;3.0683333333e-05;NaN;1;NaN;NaN;3418233.58;5369213.097;0;0
"house_w318872799";150.29;"true";"house_node";1;283.15;283.15;1492;0;5.915e-05;5.915e-05;NaN;1;NaN;NaN;3418423.082;5369138.111;0;0
"house_w318872800";149.93;"true";"house_node";1;283.15;283.15;1493;0;0.00010101;0.00010101;NaN;1;NaN;NaN;3417996.749;5369236.877;0;0
"house_w318872801";150.18;"true";"house_node";1;283.15;283.15;1494;0;5.7376666667e-05;5.7376666667e-05;NaN;1;NaN;NaN;3418068.436;5368893.367;0;0
"house_w318872804";150.29;"true";"house_node";1;283.15;283.15;1495;0;5.7516666667e-05;5.7516666667e-05;NaN;1;NaN;NaN;3418001.922;5369011.945;0;0
"house_w318872805";151.19;"true";"house_node";1;283.15;283.15;1496;0;6.377e-05;6.377e-05;NaN;1;NaN;NaN;3418563.693;5369157.434;0;0
"house_w318872806";150.98;"true";"house_node";1;283.15;283.15;1497;0;9.5106666667e-05;9.5106666667e-05;NaN;1;NaN;NaN;3418228.539;5369309.156;0;0
"house_w318872807";149.6;"true";"house_node";1;283.15;283.15;1498;0;6.7783333333e-05;6.7783333333e-05;NaN;1;NaN;NaN;3417652.311;5369938.401;0;0
"house_w318872808";150.44;"true";"house_node";1;283.15;283.15;1499;0;6.545e-05;6.545e-05;NaN;1;NaN;NaN;3417811.793;5369461.612;0;0
"house_w318872809";149.57;"true";"house_node";1;283.15;283.15;1500;0;7.2753333333e-05;7.2753333333e-05;NaN;1;NaN;NaN;3417704.969;5369246.707;0;0
"house_w318872810";150.5;"true";"house_node";1;283.15;283.15;1501;0;6.7806666667e-05;6.7806666667e-05;NaN;1;NaN;NaN;3418102.973;5368898.278;0;0
"house_w318872812";149.53;"true";"house_node";1;283.15;283.15;1502;0;6.3326666667e-05;6.3326666667e-05;NaN;1;NaN;NaN;3417728.557;5369286.097;0;0
"house_w318872814";150.52;"true";"house_node";1;283.15;283.15;1503;0;6.0876666667e-05;6.0876666667e-05;NaN;1;NaN;NaN;3418196.678;5369210.274;0;0
"house_w318872815";150.51;"true";"house_node";1;283.15;283.15;1504;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3418416.359;5369099.858;0;0
"house_w318872816";150.52;"true";"house_node";1;283.15;283.15;1505;0;5.2406666667e-05;5.2406666667e-05;NaN;1;NaN;NaN;3418262.086;5369198.547;0;0
"house_w318872817";149.82;"true";"house_node";1;283.15;283.15;1506;0;6.72e-05;6.72e-05;NaN;1;NaN;NaN;3417793.607;5369289.462;0;0
"house_w318872818";149.39;"true";"house_node";1;283.15;283.15;1507;0;6.3326666667e-05;6.3326666667e-05;NaN;1;NaN;NaN;3417883.589;5369632.668;0;0
"house_w318872819";150.37;"true";"house_node";1;283.15;283.15;1508;0;5.5253333333e-05;5.5253333333e-05;NaN;1;NaN;NaN;3417876.518;5369012.768;0;0
"house_w318872820";149.89;"true";"house_node";1;283.15;283.15;1509;0;5.313e-05;5.313e-05;NaN;1;NaN;NaN;3417731.013;5369220.907;0;0
"house_w318872821";150.51;"true";"house_node";1;283.15;283.15;1510;0;6.545e-05;6.545e-05;NaN;1;NaN;NaN;3417808.015;5369490.092;0;0
"house_w318872822";148.97;"true";"house_node";1;283.15;283.15;1511;0;6.503e-05;6.503e-05;NaN;1;NaN;NaN;3417519.131;5369142.07;0;0
"house_w318872823";150.01;"true";"house_node";1;283.15;283.15;1512;0;6.034e-05;6.034e-05;NaN;1;NaN;NaN;3417972.561;5369242.396;0;0
"house_w318872824";149.96;"true";"house_node";1;283.15;283.15;1513;0;5.2056666667e-05;5.2056666667e-05;NaN;1;NaN;NaN;3417762.065;5369359.7;0;0
"house_w318872826";149.75;"true";"house_node";1;283.15;283.15;1514;0;6.545e-05;6.545e-05;NaN;1;NaN;NaN;3417674.692;5369213.706;0;0
"house_w318872827";150.38;"true";"house_node";1;283.15;283.15;1515;0;6.377e-05;6.377e-05;NaN;1;NaN;NaN;3417824.689;5369038.033;0;0
"house_w318872828";150.53;"true";"house_node";1;283.15;283.15;1516;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3418427.898;5369063.28;0;0
"house_w318872829";148.94;"true";"house_node";1;283.15;283.15;1517;0;8.778e-05;8.778e-05;NaN;1;NaN;NaN;3417365.724;5369048.648;0;0
"house_w318872830";149.08;"true";"house_node";1;283.15;283.15;1518;0;8.2506666667e-05;8.2506666667e-05;NaN;1;NaN;NaN;3417136.655;5369213.572;0;0
"house_w318872831";150.63;"true";"house_node";1;283.15;283.15;1519;0;9.338e-05;9.338e-05;NaN;1;NaN;NaN;3418371.479;5369085.286;0;0
"house_w318872832";149.56;"true";"house_node";1;283.15;283.15;1520;0;0.00011186;0.00011186;NaN;1;NaN;NaN;3417694.77;5369323.271;0;0
"house_w318872833";150.17;"true";"house_node";1;283.15;283.15;1521;0;5.1823333333e-05;5.1823333333e-05;NaN;1;NaN;NaN;3417831.208;5368993.709;0;0
"house_w318872835";150.41;"true";"house_node";1;283.15;283.15;1522;0;6.377e-05;6.377e-05;NaN;1;NaN;NaN;3417901.371;5369436.196;0;0
"house_w318872837";150.66;"true";"house_node";1;283.15;283.15;1523;0;0.0001253;0.0001253;NaN;1;NaN;NaN;3418203.338;5369184.945;0;0
"house_w318872841";150.51;"true";"house_node";1;283.15;283.15;1524;0;4.053e-05;4.053e-05;NaN;1;NaN;NaN;3418402.223;5369149.161;0;0
"house_w318872842";150.48;"true";"house_node";1;283.15;283.15;1525;0;5.5253333333e-05;5.5253333333e-05;NaN;1;NaN;NaN;3417840.992;5369041.738;0;0
"house_w318872846";148.73;"true";"house_node";1;283.15;283.15;1526;0;5.4716666667e-05;5.4716666667e-05;NaN;1;NaN;NaN;3417216.875;5369096.726;0;0
"house_w318872848";150.14;"true";"house_node";1;283.15;283.15;1527;0;5.915e-05;5.915e-05;NaN;1;NaN;NaN;3417953.709;5368938.06;0;0
"house_w318872850";149.64;"true";"house_node";1;283.15;283.15;1528;0;5.4716666667e-05;5.4716666667e-05;NaN;1;NaN;NaN;3417924.195;5369215.993;0;0
"house_w318872852";148.78;"true";"house_node";1;283.15;283.15;1529;0;0.0001064;0.0001064;NaN;1;NaN;NaN;3417099.96;5369239.584;0;0
"house_w318872854";150.61;"true";"house_node";1;283.15;283.15;1530;0;3.8546666667e-05;3.8546666667e-05;NaN;1;NaN;NaN;3418540.518;5369154.774;0;0
"house_w318872858";150.41;"true";"house_node";1;283.15;283.15;1531;0;6.377e-05;6.377e-05;NaN;1;NaN;NaN;3417638.807;5369507.838;0;0
"house_w318872860";149.32;"true";"house_node";1;283.15;283.15;1532;0;0.00016317;0.00016317;NaN;1;NaN;NaN;3417753.76;5369733.501;0;0
"house_w318872862";149.76;"true";"house_node";1;283.15;283.15;1533;0;0.00013608;0.00013608;NaN;1;NaN;NaN;3418099.559;5369265.409;0;0
"house_w318872864";150.52;"true";"house_node";1;283.15;283.15;1534;0;6.377e-05;6.377e-05;NaN;1;NaN;NaN;3418444.519;5369079.367;0;0
"house_w318872866";150.62;"true";"house_node";1;283.15;283.15;1535;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3418184.281;5369263.928;0;0
"house_w318872868";148.59;"true";"house_node";1;283.15;283.15;1536;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3417301.626;5369062.369;0;0
"house_w318872870";150.26;"true";"house_node";1;283.15;283.15;1537;0;0.000137666666667;0.000137666666667;NaN;1;NaN;NaN;3417720.297;5369441.089;0;0
"house_w318872874";150.28;"true";"house_node";1;283.15;283.15;1538;0;5.432e-05;5.432e-05;NaN;1;NaN;NaN;3418467.844;5369167.139;0;0
"house_w318872875";149.95;"true";"house_node";1;283.15;283.15;1539;0;5.1613333333e-05;5.1613333333e-05;NaN;1;NaN;NaN;3418273.545;5369346.915;0;0
"house_w318872877";150.33;"true";"house_node";1;283.15;283.15;1540;0;6.0876666667e-05;6.0876666667e-05;NaN;1;NaN;NaN;3417975.896;5368999.265;0;0
"house_w318872878";148.54;"true";"house_node";1;283.15;283.15;1541;0;5.11e-05;5.11e-05;NaN;1;NaN;NaN;3417076.124;5369253.099;0;0
"house_w318872881";150.46;"true";"house_node";1;283.15;283.15;1542;0;5.8496666667e-05;5.8496666667e-05;NaN;1;NaN;NaN;3417656.836;5369438.608;0;0
"house_w318872883";149.86;"true";"house_node";1;283.15;283.15;1543;0;3.1266666667e-05;3.1266666667e-05;NaN;1;NaN;NaN;3418091.952;5369225.163;0;0
"house_w318872884";150.46;"true";"house_node";1;283.15;283.15;1544;0;9.5106666667e-05;9.5106666667e-05;NaN;1;NaN;NaN;3417955.681;5369483.965;0;0
"house_w318872886";150.42;"true";"house_node";1;283.15;283.15;1545;0;5.915e-05;5.915e-05;NaN;1;NaN;NaN;3418055.504;5368963.389;0;0
"house_w318872888";148.75;"true";"house_node";1;283.15;283.15;1546;0;6.0573333333e-05;6.0573333333e-05;NaN;1;NaN;NaN;3417038.862;5369148.595;0;0
"house_w318872892";150.23;"true";"house_node";1;283.15;283.15;1547;0;5.474e-05;5.474e-05;NaN;1;NaN;NaN;3418042.781;5368936.969;0;0
"house_w318872896";150.32;"true";"house_node";1;283.15;283.15;1548;0;3.8033333333e-05;3.8033333333e-05;NaN;1;NaN;NaN;3417846.208;5369011.823;0;0
"house_w318872898";150.3;"true";"house_node";1;283.15;283.15;1549;0;5.2406666667e-05;5.2406666667e-05;NaN;1;NaN;NaN;3418482.115;5369194.944;0;0
"house_w318872900";150.92;"true";"house_node";1;283.15;283.15;1550;0;5.838e-05;5.838e-05;NaN;1;NaN;NaN;3418213.264;5369340.09;0;0
"house_w318872903";150.48;"true";"house_node";1;283.15;283.15;1551;0;2.9703333333e-05;2.9703333333e-05;NaN;1;NaN;NaN;3417875.54;5369438.689;0;0
"house_w318872905";149.89;"true";"house_node";1;283.15;283.15;1552;0;6.503e-05;6.503e-05;NaN;1;NaN;NaN;3417634.332;5369253.416;0;0
"house_w318872906";150.06;"true";"house_node";1;283.15;283.15;1553;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3417760.923;5369553.415;0;0
"house_w318872909";150.49;"true";"house_node";1;283.15;283.15;1554;0;5.278e-05;5.278e-05;NaN;1;NaN;NaN;3418148.473;5368905.956;0;0
"house_w318872911";150.21;"true";"house_node";1;283.15;283.15;1555;0;3.7706666667e-05;3.7706666667e-05;NaN;1;NaN;NaN;3417829.185;5369007.046;0;0
"house_w318872913";149.85;"true";"house_node";1;283.15;283.15;1556;0;3.8033333333e-05;3.8033333333e-05;NaN;1;NaN;NaN;3418069.323;5369230.537;0;0
"house_w318872914";148.55;"true";"house_node";1;283.15;283.15;1557;0;3.941e-05;3.941e-05;NaN;1;NaN;NaN;3417055.179;5369221.02;0;0
"house_w318872917";148.36;"true";"house_node";1;283.15;283.15;1558;0;7.2753333333e-05;7.2753333333e-05;NaN;1;NaN;NaN;3417531.115;5369196.683;0;0
"house_w318872921";149.77;"true";"house_node";1;283.15;283.15;1559;0;5.061e-05;5.061e-05;NaN;1;NaN;NaN;3417914.745;5369320.872;0;0
"house_w318872923";150.41;"true";"house_node";1;283.15;283.15;1560;0;6.72e-05;6.72e-05;NaN;1;NaN;NaN;3418085.733;5368941.238;0;0
"house_w318872924";149.11;"true";"house_node";1;283.15;283.15;1561;0;5.11e-05;5.11e-05;NaN;1;NaN;NaN;3417213.522;5369557.13;0;0
"house_w318872926";150.38;"true";"house_node";1;283.15;283.15;1562;0;5.5253333333e-05;5.5253333333e-05;NaN;1;NaN;NaN;3417931.701;5369077.112;0;0
"house_w318872928";149.96;"true";"house_node";1;283.15;283.15;1563;0;6.0876666667e-05;6.0876666667e-05;NaN;1;NaN;NaN;3417941.961;5369314.566;0;0
"house_w318872931";149.67;"true";"house_node";1;283.15;283.15;1564;0;6.4563333333e-05;6.4563333333e-05;NaN;1;NaN;NaN;3418090.231;5369334.777;0;0
"house_w318872933";149.55;"true";"house_node";1;283.15;283.15;1565;0;6.3326666667e-05;6.3326666667e-05;NaN;1;NaN;NaN;3417721.509;5369253.858;0;0
"house_w318872935";150.26;"true";"house_node";1;283.15;283.15;1566;0;5.7376666667e-05;5.7376666667e-05;NaN;1;NaN;NaN;3417611.186;5369203.435;0;0
"house_w318872937";149.96;"true";"house_node";1;283.15;283.15;1567;0;5.7493333333e-05;5.7493333333e-05;NaN;1;NaN;NaN;3418011.363;5369207.25;0;0
"house_w318872939";150.67;"true";"house_node";1;283.15;283.15;1568;0;5.474e-05;5.474e-05;NaN;1;NaN;NaN;3418129.528;5368914.366;0;0
"house_w318872941";151.26;"true";"house_node";1;283.15;283.15;1569;0;6.503e-05;6.503e-05;NaN;1;NaN;NaN;3418179.19;5369121.92;0;0
"house_w318872942";150.17;"true";"house_node";1;283.15;283.15;1570;0;6.832e-05;6.832e-05;NaN;1;NaN;NaN;3417996.457;5369510.419;0;0
"house_w318872944";149.83;"true";"house_node";1;283.15;283.15;1571;0;5.1823333333e-05;5.1823333333e-05;NaN;1;NaN;NaN;3417810.603;5369323.529;0;0
"house_w318872946";150.91;"true";"house_node";1;283.15;283.15;1572;0;8.778e-05;8.778e-05;NaN;1;NaN;NaN;3418256.514;5369092.395;0;0
"house_w318872948";150.11;"true";"house_node";1;283.15;283.15;1573;0;6.503e-05;6.503e-05;NaN;1;NaN;NaN;3417845.534;5368943.444;0;0
"house_w318872950";150.69;"true";"house_node";1;283.15;283.15;1574;0;6.93e-05;6.93e-05;NaN;1;NaN;NaN;3418293.856;5369310.336;0;0
"house_w318872952";150;"true";"house_node";1;283.15;283.15;1575;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3417593.842;5369231.71;0;0
"house_w318872954";150.45;"true";"house_node";1;283.15;283.15;1576;0;6.503e-05;6.503e-05;NaN;1;NaN;NaN;3417799.746;5369511.738;0;0
"house_w318872956";150.49;"true";"house_node";1;283.15;283.15;1577;0;5.7516666667e-05;5.7516666667e-05;NaN;1;NaN;NaN;3418102.895;5368932.284;0;0
"house_w318872958";151.14;"true";"house_node";1;283.15;283.15;1578;0;6.2906666667e-05;6.2906666667e-05;NaN;1;NaN;NaN;3418251.111;5369132.356;0;0
"house_w318872962";150.13;"true";"house_node";1;283.15;283.15;1579;0;5.1823333333e-05;5.1823333333e-05;NaN;1;NaN;NaN;3418144.053;5369213.879;0;0
"house_w318872963";148.21;"true";"house_node";1;283.15;283.15;1580;0;5.4716666667e-05;5.4716666667e-05;NaN;1;NaN;NaN;3417010.292;5369225.956;0;0
"house_w318872965";150.39;"true";"house_node";1;283.15;283.15;1581;0;6.545e-05;6.545e-05;NaN;1;NaN;NaN;3417883.715;5369399.957;0;0
"house_w318872967";150.67;"true";"house_node";1;283.15;283.15;1582;0;6.0223333333e-05;6.0223333333e-05;NaN;1;NaN;NaN;3418307.725;5369288.665;0;0
"house_w318872969";150.53;"true";"house_node";1;283.15;283.15;1583;0;5.838e-05;5.838e-05;NaN;1;NaN;NaN;3418383.881;5369108.146;0;0
"house_w318872971";150.49;"true";"house_node";1;283.15;283.15;1584;0;5.2406666667e-05;5.2406666667e-05;NaN;1;NaN;NaN;3418050.7;5368903.517;0;0
"house_w318872973";149.84;"true";"house_node";1;283.15;283.15;1585;0;6.321e-05;6.321e-05;NaN;1;NaN;NaN;3417579.483;5369182.687;0;0
"house_w318872974";149.93;"true";"house_node";1;283.15;283.15;1586;0;7.2753333333e-05;7.2753333333e-05;NaN;1;NaN;NaN;3417844.29;5369607.413;0;0
"house_w318872976";150.39;"true";"house_node";1;283.15;283.15;1587;0;8.232e-05;8.232e-05;NaN;1;NaN;NaN;3418029.287;5369033.86;0;0
"house_w318872978";149.94;"true";"house_node";1;283.15;283.15;1588;0;9.338e-05;9.338e-05;NaN;1;NaN;NaN;3417988.357;5369212.833;0;0
"house_w318872981";151.03;"true";"house_node";1;283.15;283.15;1589;0;6.72e-05;6.72e-05;NaN;1;NaN;NaN;3418204.175;5369301.589;0;0
"house_w318872982";150.56;"true";"house_node";1;283.15;283.15;1590;0;9.24e-05;9.24e-05;NaN;1;NaN;NaN;3418293.74;5369212.039;0;0
"house_w318872983";150.04;"true";"house_node";1;283.15;283.15;1591;0;6.72e-05;6.72e-05;NaN;1;NaN;NaN;3417992.41;5369554.565;0;0
"house_w318872984";149.83;"true";"house_node";1;283.15;283.15;1592;0;5.313e-05;5.313e-05;NaN;1;NaN;NaN;3417789.578;5369324.354;0;0
"house_w318872985";150.18;"true";"house_node";1;283.15;283.15;1593;0;9.338e-05;9.338e-05;NaN;1;NaN;NaN;3417913.414;5368917.423;0;0
"house_w318872987";149.73;"true";"house_node";1;283.15;283.15;1594;0;5.5253333333e-05;5.5253333333e-05;NaN;1;NaN;NaN;3417671.805;5369244.567;0;0
"house_w318872988";150.76;"true";"house_node";1;283.15;283.15;1595;0;8.2506666667e-05;8.2506666667e-05;NaN;1;NaN;NaN;3418222.996;5369248.029;0;0
"house_w318872989";149.72;"true";"house_node";1;283.15;283.15;1596;0;6.0876666667e-05;6.0876666667e-05;NaN;1;NaN;NaN;3417763.408;5369289.574;0;0
"house_w318872990";150.4;"true";"house_node";1;283.15;283.15;1597;0;0.00010101;0.00010101;NaN;1;NaN;NaN;3418393.039;5369123.998;0;0
"house_w318872992";150.4;"true";"house_node";1;283.15;283.15;1598;0;6.545e-05;6.545e-05;NaN;1;NaN;NaN;3417955.468;5369026.788;0;0
"house_w318872994";150.87;"true";"house_node";1;283.15;283.15;1599;0;5.432e-05;5.432e-05;NaN;1;NaN;NaN;3418236.519;5369278.696;0;0
"house_w318872995";150.13;"true";"house_node";1;283.15;283.15;1600;0;6.832e-05;6.832e-05;NaN;1;NaN;NaN;3417916.183;5368890.901;0;0
"house_w318872996";148.26;"true";"house_node";1;283.15;283.15;1601;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3416994.335;5369165.068;0;0
"house_w318872997";150;"true";"house_node";1;283.15;283.15;1602;0;6.3326666667e-05;6.3326666667e-05;NaN;1;NaN;NaN;3417757.914;5369259.075;0;0
"house_w318872998";149.53;"true";"house_node";1;283.15;283.15;1603;0;5.1613333333e-05;5.1613333333e-05;NaN;1;NaN;NaN;3417849.601;5369652.676;0;0
"house_w318872999";150.55;"true";"house_node";1;283.15;283.15;1604;0;5.313e-05;5.313e-05;NaN;1;NaN;NaN;3417871.338;5369466.736;0;0
"house_w318873000";150.11;"true";"house_node";1;283.15;283.15;1605;0;5.558e-05;5.558e-05;NaN;1;NaN;NaN;3417625.759;5369147.963;0;0
"house_w318873001";149.33;"true";"house_node";1;283.15;283.15;1606;0;3.6143333333e-05;3.6143333333e-05;NaN;1;NaN;NaN;3417761.817;5369718.036;0;0
"house_w318873002";150.43;"true";"house_node";1;283.15;283.15;1607;0;5.3806666667e-05;5.3806666667e-05;NaN;1;NaN;NaN;3418092.476;5368905.058;0;0
"house_w318873005";149.75;"true";"house_node";1;283.15;283.15;1608;0;6.7783333333e-05;6.7783333333e-05;NaN;1;NaN;NaN;3417713.715;5369350.376;0;0
"house_w318873006";150.48;"true";"house_node";1;283.15;283.15;1609;0;3.0613333333e-05;3.0613333333e-05;NaN;1;NaN;NaN;3418205.6;5369155.124;0;0
"house_w318873007";149.99;"true";"house_node";1;283.15;283.15;1610;0;5.6933333333e-05;5.6933333333e-05;NaN;1;NaN;NaN;3417657.914;5369184.355;0;0
"house_w318873009";149.65;"true";"house_node";1;283.15;283.15;1611;0;5.1263333333e-05;5.1263333333e-05;NaN;1;NaN;NaN;3417730.189;5369323.363;0;0
"house_w318873012";150.54;"true";"house_node";1;283.15;283.15;1612;0;6.146e-05;6.146e-05;NaN;1;NaN;NaN;3418395.829;5369076.66;0;0
"house_w318873013";149.19;"true";"house_node";1;283.15;283.15;1613;0;3.0683333333e-05;3.0683333333e-05;NaN;1;NaN;NaN;3417185.856;5369597.531;0;0
"house_w318873014";150.38;"true";"house_node";1;283.15;283.15;1614;0;3.8546666667e-05;3.8546666667e-05;NaN;1;NaN;NaN;3418170.032;5369211.808;0;0
"house_w318873015";150.29;"true";"house_node";1;283.15;283.15;1615;0;4.8906666667e-05;4.8906666667e-05;NaN;1;NaN;NaN;3417685.486;5369438.914;0;0
"house_w318873016";150.79;"true";"house_node";1;283.15;283.15;1616;0;5.7493333333e-05;5.7493333333e-05;NaN;1;NaN;NaN;3418260.898;5369258.171;0;0
"house_w318873017";150.23;"true";"house_node";1;283.15;283.15;1617;0;6.6056666667e-05;6.6056666667e-05;NaN;1;NaN;NaN;3417880.226;5368863.763;0;0
"house_w318873019";150.14;"true";"house_node";1;283.15;283.15;1618;0;5.2406666667e-05;5.2406666667e-05;NaN;1;NaN;NaN;3417783.397;5369253.038;0;0
"house_w318873020";150.44;"true";"house_node";1;283.15;283.15;1619;0;9.338e-05;9.338e-05;NaN;1;NaN;NaN;3417892.889;5369017.813;0;0
"house_w318873021";149.64;"true";"house_node";1;283.15;283.15;1620;0;5.7493333333e-05;5.7493333333e-05;NaN;1;NaN;NaN;3417601.103;5369141.365;0;0
"house_w318873022";149.96;"true";"house_node";1;283.15;283.15;1621;0;5.278e-05;5.278e-05;NaN;1;NaN;NaN;3418114.386;5369217.954;0;0
"house_w318873024";150.05;"true";"house_node";1;283.15;283.15;1622;0;9.338e-05;9.338e-05;NaN;1;NaN;NaN;3418022.12;5369230.242;0;0
"house_w318873025";150.8;"true";"house_node";1;283.15;283.15;1623;0;5.1823333333e-05;5.1823333333e-05;NaN;1;NaN;NaN;3418324.867;5369093.438;0;0
"house_w318873026";149.72;"true";"house_node";1;283.15;283.15;1624;0;7.1773333333e-05;7.1773333333e-05;NaN;1;NaN;NaN;3417613.938;5369278.914;0;0
"house_w318873027";149.6;"true";"house_node";1;283.15;283.15;1625;0;3.6563333333e-05;3.6563333333e-05;NaN;1;NaN;NaN;3417655.831;5369319.77;0;0
"house_w318873030";150.33;"true";"house_node";1;283.15;283.15;1626;0;6.377e-05;6.377e-05;NaN;1;NaN;NaN;3418163.162;5369262.298;0;0
"house_w318873031";148.75;"true";"house_node";1;283.15;283.15;1627;0;6.0573333333e-05;6.0573333333e-05;NaN;1;NaN;NaN;3417252.964;5369082.523;0;0
"house_w318873032";149.57;"true";"house_node";1;283.15;283.15;1628;0;0.0001064;0.0001064;NaN;1;NaN;NaN;3417676.917;5369319.625;0;0
"house_w318873033";150.33;"true";"house_node";1;283.15;283.15;1629;0;6.3326666667e-05;6.3326666667e-05;NaN;1;NaN;NaN;3417649.37;5368939.426;0;0
"house_w318873034";149.05;"true";"house_node";1;283.15;283.15;1630;0;5.1823333333e-05;5.1823333333e-05;NaN;1;NaN;NaN;3417154.58;5369238.606;0;0
"house_w318873035";150.09;"true";"house_node";1;283.15;283.15;1631;0;6.2906666667e-05;6.2906666667e-05;NaN;1;NaN;NaN;3417813.694;5368952.816;0;0
"house_w318873036";150.5;"true";"house_node";1;283.15;283.15;1632;0;9.5106666667e-05;9.5106666667e-05;NaN;1;NaN;NaN;3417921.821;5369473.386;0;0
