0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995933,0.982361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.00796,1.00851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.007619,0,0,0.986893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00008,0.942596,0,0.999969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.02326,1.03227,0,1.02034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.002529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982962,0,0.910183,0,0,0,0.96813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.983565,0,0.895362,0,0,0,0.96287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982707,0,0.881152,0,0,0,0.957828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.981849,0,0.86752,0,0,0,0.952441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.980991,0,0.854406,0,0,0,0.948338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
