0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.886106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963827,0.835058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.816431,0.96987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990877,0.915502,0,1.065173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.736833,0.993476,0,0.971926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.15639,0.408838,0,1.61666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.992291,0.993556,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00367,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.302576,0,1.066638,0,0,0,1.028973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.191904,0,1.077634,0,0,0,1.033754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.205769,0,1.088178,0,0,0,1.038338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.219634,0,1.098291,0,0,0,1.042735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.233498,0,1.108021,0,0,0,1.046966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
